,0,1,2,3,4,5,6,7,8,9
0.0,0.8414000272750854,0.843999981880188,0.852400004863739,0.8248000144958496,0.8335999846458435,0.8357999920845032,0.847000002861023,0.8389999866485596,0.8313999772071838,0.8776000142097473
0.05,0.8327999711036682,0.8417999744415283,0.8456000089645386,0.8285999894142151,0.8284000158309937,0.8385999798774719,0.8276000022888184,0.8406000137329102,0.8321999907493591,0.8853999972343445
0.1,0.8342000246047974,0.8450000286102295,0.8519999980926514,0.8159999847412109,0.8276000022888184,0.8266000151634216,0.8335999846458435,0.8256000280380249,0.8330000042915344,0.8838000297546387
0.15,0.8253999948501587,0.8289999961853027,0.8428000211715698,0.8112000226974487,0.8370000123977661,0.8396000266075134,0.8281999826431274,0.8090000152587891,0.8302000164985657,0.8766000270843506
0.2,0.8187999725341797,0.8289999961853027,0.8274000287055969,0.8149999976158142,0.8321999907493591,0.8284000158309937,0.8284000158309937,0.8303999900817871,0.8230000138282776,0.8605999946594238
0.25,0.8208000063896179,0.8190000057220459,0.8216000199317932,0.8033999800682068,0.8069999814033508,0.8073999881744385,0.8389999866485596,0.8259999752044678,0.8130000233650208,0.8465999960899353
0.3,0.79339998960495,0.8009999990463257,0.8202000260353088,0.7922000288963318,0.8083999752998352,0.8227999806404114,0.8317999839782715,0.7694000005722046,0.8109999895095825,0.8334000110626221
0.35,0.8044000267982483,0.7874000072479248,0.8130000233650208,0.7857999801635742,0.8076000213623047,0.8169999718666077,0.8163999915122986,0.7954000234603882,0.7991999983787537,0.8411999940872192
0.4,0.7748000025749207,0.8131999969482422,0.8083999752998352,0.7997999787330627,0.8064000010490417,0.784600019454956,0.7929999828338623,0.8041999936103821,0.7983999848365784,0.8230000138282776
0.45,0.7811999917030334,0.777999997138977,0.7900000214576721,0.7540000081062317,0.7955999970436096,0.7771999835968018,0.7767999768257141,0.7620000243186951,0.7739999890327454,0.7631999850273132
0.5,0.7373999953269958,0.7376000285148621,0.7414000034332275,0.7269999980926514,0.7516000270843506,0.7455999851226807,0.7598000168800354,0.730400025844574,0.7228000164031982,0.7764000296592712
0.55,0.7282000184059143,0.7540000081062317,0.7473999857902527,0.7329999804496765,0.7513999938964844,0.7372000217437744,0.7473999857902527,0.7328000068664551,0.6740000247955322,0.7626000046730042
0.6,0.6862000226974487,0.6826000213623047,0.724399983882904,0.6761999726295471,0.6606000065803528,0.6973999738693237,0.7192000150680542,0.6654000282287598,0.6990000009536743,0.6565999984741211
0.65,0.6251999735832214,0.6833999752998352,0.6424000263214111,0.6388000249862671,0.6588000059127808,0.6516000032424927,0.6725999712944031,0.6733999848365784,0.6230000257492065,0.603600025177002
0.7,0.5389999747276306,0.6743999719619751,0.5817999839782715,0.5461999773979187,0.6100000143051147,0.5856000185012817,0.625,0.5680000185966492,0.5189999938011169,0.5406000018119812
0.75,0.4821999967098236,0.44999998807907104,0.5332000255584717,0.42260000109672546,0.462799996137619,0.49459999799728394,0.4941999912261963,0.5343999862670898,0.5253999829292297,0.5708000063896179
0.8,0.3215999901294708,0.31299999356269836,0.26579999923706055,0.3253999948501587,0.31859999895095825,0.3447999954223633,0.4124000072479248,0.3483999967575073,0.3546000123023987,0.4050000011920929
0.85,0.1679999977350235,0.21299999952316284,0.23600000143051147,0.19140000641345978,0.2831999957561493,0.20239999890327454,0.18199999630451202,0.2290000021457672,0.15600000321865082,0.19280000030994415
0.9,0.06700000166893005,0.08780000358819962,0.05700000002980232,0.07900000363588333,0.05299999937415123,0.04600000008940697,0.0828000009059906,0.0982000008225441,0.06639999896287918,0.10480000078678131
0.95,0.01679999940097332,0.007400000002235174,0.030799999833106995,0.03920000046491623,0.018400000408291817,0.024800000712275505,0.02879999950528145,0.032600000500679016,0.01899999938905239,0.017799999564886093
1.0,0.009800000116229057,0.00279999990016222,0.00419999985024333,0.006399999838322401,0.003800000064074993,0.02019999921321869,0.010599999688565731,0.004999999888241291,0.005799999926239252,0.004000000189989805
