,0,1,2,3,4,5,6,7,8,9
0.0,0.871999979019165,0.8435999751091003,0.8632000088691711,0.8644000291824341,0.8148000240325928,0.8600000143051147,0.8428000211715698,0.8416000008583069,0.8411999940872192,0.8751999735832214
0.05,0.8503999710083008,0.8547999858856201,0.8507999777793884,0.8583999872207642,0.8452000021934509,0.8424000144004822,0.8547999858856201,0.8100000023841858,0.8324000239372253,0.8655999898910522
0.1,0.8500000238418579,0.8564000129699707,0.8560000061988831,0.8604000210762024,0.8312000036239624,0.8515999913215637,0.8295999765396118,0.7940000295639038,0.8568000197410583,0.8496000170707703
0.15,0.8543999791145325,0.8299999833106995,0.8507999777793884,0.8668000102043152,0.7940000295639038,0.8371999859809875,0.8167999982833862,0.8180000185966492,0.819599986076355,0.8555999994277954
0.2,0.8452000021934509,0.8384000062942505,0.8295999765396118,0.8464000225067139,0.8271999955177307,0.8191999793052673,0.8271999955177307,0.8059999942779541,0.8047999739646912,0.8471999764442444
0.25,0.8252000212669373,0.8375999927520752,0.8331999778747559,0.7979999780654907,0.7991999983787537,0.8392000198364258,0.8428000211715698,0.7979999780654907,0.8352000117301941,0.8360000252723694
0.3,0.7595999836921692,0.795199990272522,0.8100000023841858,0.7960000038146973,0.7943999767303467,0.8148000240325928,0.7968000173568726,0.7379999756813049,0.8104000091552734,0.8471999764442444
0.35,0.8076000213623047,0.7943999767303467,0.7875999808311462,0.7211999893188477,0.7508000135421753,0.7924000024795532,0.7900000214576721,0.7860000133514404,0.8100000023841858,0.83160001039505
0.4,0.7504000067710876,0.734000027179718,0.7652000188827515,0.734000027179718,0.6800000071525574,0.7235999703407288,0.7644000053405762,0.7667999863624573,0.7720000147819519,0.8027999997138977
0.45,0.7364000082015991,0.7139999866485596,0.7703999876976013,0.7179999947547913,0.699999988079071,0.7111999988555908,0.7907999753952026,0.7160000205039978,0.7472000122070312,0.7703999876976013
0.5,0.701200008392334,0.7196000218391418,0.6552000045776367,0.7343999743461609,0.6859999895095825,0.6007999777793884,0.6656000018119812,0.6855999827384949,0.7192000150680542,0.7111999988555908
0.55,0.5856000185012817,0.6539999842643738,0.7044000029563904,0.699999988079071,0.5735999941825867,0.6764000058174133,0.6696000099182129,0.621999979019165,0.6696000099182129,0.6412000060081482
0.6,0.525600016117096,0.548799991607666,0.6344000101089478,0.6452000141143799,0.5547999739646912,0.579200029373169,0.6507999897003174,0.6263999938964844,0.6320000290870667,0.5371999740600586
0.65,0.5103999972343445,0.44999998807907104,0.4968000054359436,0.5515999794006348,0.49799999594688416,0.459199994802475,0.5284000039100647,0.5440000295639038,0.4832000136375427,0.46160000562667847
0.7,0.4228000044822693,0.3792000114917755,0.446399986743927,0.38600000739097595,0.45239999890327454,0.43959999084472656,0.3091999888420105,0.41359999775886536,0.3352000117301941,0.4399999976158142
0.75,0.1656000018119812,0.21359999477863312,0.2624000012874603,0.31279999017715454,0.24480000138282776,0.17720000445842743,0.1444000005722046,0.3352000117301941,0.21320000290870667,0.37400001287460327
0.8,0.17839999496936798,0.15039999783039093,0.0835999995470047,0.1451999992132187,0.18400000035762787,0.11320000141859055,0.22280000150203705,0.1151999980211258,0.1907999962568283,0.11240000277757645
0.85,0.1371999979019165,0.13760000467300415,0.08760000020265579,0.12919999659061432,0.1103999987244606,0.16120000183582306,0.17520000040531158,0.12600000202655792,0.15320000052452087,0.12720000743865967
0.9,0.07999999821186066,0.04399999976158142,0.05959999933838844,0.09880000352859497,0.0551999993622303,0.12080000340938568,0.06199999898672104,0.036400001496076584,0.03480000048875809,0.024800000712275505
0.95,0.015599999576807022,0.012000000104308128,0.026399999856948853,0.015599999576807022,0.018400000408291817,0.01759999990463257,0.036400001496076584,0.00800000037997961,0.03240000084042549,0.02199999988079071
1.0,0.00559999980032444,0.023600000888109207,0.00839999970048666,0.004800000227987766,0.01360000018030405,0.00800000037997961,0.009999999776482582,0.01759999990463257,0.021199999377131462,0.019999999552965164
